unitid,form_ic,stat_ic,stat_pte,prch_ic,idx_ic,imp_ic,cyactive,"closedat","instnm","addr","city","stabbr","zip","countynm",cntygeo,fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,refu_ic,src_ic,edit_ic,"date_ic",sector,iclevel,control,affil,hloffer,ugoffer,groffer,fpoffer,hdegoffr,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,locale,"act",newid,deathyr
"181367","3","1","1","-2","-2","-2","1","-2","CUSTOM DIESEL DRIVERS TRAINING INC","9915 S 148TH ST","OMAHA","NE","68138","DOUGLAS","55","31","4","CHARLES REECE","DIRECTOR","4028941400","-1","4028941400","470603881","-3","-2","6","-2","4","1","01291999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","A","-2","-2"
"181376","1","1","1","-2","-2","-2","1","-2","NEBRASKA CHRISTIAN COLLEGE","1800 SYRACUSE","NORFOLK","NE","68701","MADISON","119","31","4","RAY D STITES","PRESIDENT","4023795000","4023795017","4023795013","470489031","068666536","01297600","1","-2","4","1","01121999","2","1","2","6","5","1","2","2","30","1","0","0","0","2","2","2","2","51","6","A","-2","-2"
"181385","1","3","4","-2","-2","1","1","-2","KT'S COLLEGE OF HAIR DESIGN","10801 Q ST","OMAHA","NE","68137","DOUGLAS","55","31","4","CAROL MADSEN","PRESIDENT","4025925925","4025925925","4025925925","470805587","012294216","01133600","1","-2","-2","-2","-2","6","2","3","2","4","1","2","2","0","65","0","0","0","2","2","2","2","-2","1","A","-2","-2"
"181394","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF NEBRASKA AT OMAHA","60TH AND DODGE ST","OMAHA","NE","68182","DOUGLAS","55","31","4","NANCY BELCK","CHANCELLOR","4025542800","4025542327","4025542393","470491233","614501468","00255400","1","-2","4","1","01121999","1","1","1","1","9","1","1","2","10","6","1","2","3","2","2","2","2","21","3","A","-2","-2"
"181400","1","1","1","-2","-2","-2","1","-2","NEBRASKA COLLEGE OF BUSINESS","3350 N 90TH","OMAHA","NE","68134","DOUGLAS","55","31","4","KEN SIGMOR","EXECUTIVE DIRECTOR","4025728500","4025728500","4025728500","057856911","198605248","00849100","1","-2","4","1","01191999","6","2","3","2","3","1","2","2","40","14","0","0","1","2","2","2","2","40","1","A","-2","-2"
"181419","1","1","1","-2","-2","-2","1","-2","NEBRASKA INDIAN COMMUNITY COLLEGE","COLLEGE HILL","MACY","NE","68039","THURSTON","173","31","4","SKY HOUSER","PRESIDENT","4028375078","4028375078","4028375078","470623553","119729960","02550800","1","-2","4","1","02081999","4","2","1","1","3","1","2","2","40","0","87","0","0","2","2","2","1","60","7","A","-2","-2"
"178545","3","3","4","-2","-2","1","1","-2","JEFFERSON CITY FLYING SERVICE INC","501 AIRPORT RD","JEFFERSON CITY","MO","65101","-1","151","29","4","-1","-1","3146365118","-1","-1","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","7","A","-2","-2"
"178563","1","1","1","-2","-2","-2","1","-2","NICHOLS CAREER CENTER","609 UNION","JEFFERSON CITY","MO","65101","COLE","51","29","4","HAROLD LYNCH","DIRECTOR","3146593100","5736593049","3146593100","-1","115858524","02066900","1","-2","4","1","01211999","4","2","1","1","4","1","2","2","0","12","1","0","0","2","2","2","2","-2","5","A","-2","-2"
"178606","1","1","1","-2","-2","-2","1","-2","NORTHWEST MISSOURI AREA VOCATIONAL TECHNICAL SCH","1515 S MUNN","MARYVILLE","MO","64468","NODAWAY","147","29","4","GARY BELL","SUPERINTENDENT","6605623022","6605623022","6605623022","446005987","173130493","02188000","1","-2","4","2","01211999","7","3","1","1","2","1","2","2","0","0","0","0","0","2","2","2","2","-2","6","A","-2","-2"
"178615","1","1","1","-2","-2","-2","1","-2","TRUMAN STATE UNIVERSITY","","KIRKSVILLE","MO","63501","ADAIR","1","29","4","JACK MAGRUDER","PRESIDENT","6607854000","6607854130","6607854114","-1","041887324","00249500","1","-2","4","1","02181999","1","1","1","1","7","1","1","2","20","3","0","2","1","2","2","2","2","21","6","A","-2","-2"
"178624","1","1","1","-2","-2","-2","1","-2","NORTHWEST MISSOURI STATE UNIVERSITY","800 UNIVERSITY DR","MARYVILLE","MO","64468","NODAWAY","147","29","4","DEAN HUBBARD","PRESIDENT","6605621212","6605621363","6605621562","446000301","076253319","00249600","1","-2","4","1","02181999","1","1","1","1","8","1","1","2","20","2","0","0","1","2","2","2","2","21","6","A","-2","-2"
"178660","3","3","4","-2","-2","1","1","-2","OZARK SCHOOL OF COSMETOLOGY","422 W PINE","POPLAR BLUFF","MO","63901","BUTLER","23","29","4","JAMES D DUNN","FINANCIAL AID OFFICER","5737857766","5737857766","5737857766","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","6","A","-2","-2"
"178679","1","1","1","-2","-2","-2","1","-2","OZARK CHRISTIAN COLLEGE","1111 N MAIN ST","JOPLIN","MO","64801","JASPER","97","29","4","KENNETH IDLEMAN","PRESIDENT","4176242518","4176242518","4176242518","446005108","073064040","02202700","1","-2","4","1","01111999","2","1","2","6","5","1","2","2","30","1","2","0","1","2","2","2","2","51","2","A","-2","-2"
"178688","1","3","4","-2","-2","1","1","-2","OZARK BIBLE INSTITUTE AND COLLEGE","PO BOX 398","NEOSHO","MO","64850","NEWTON","145","29","4","DANIEL BRANHAM","PRESIDENT","4174512057","4174512057","4174512057","-1","-3","-2","6","-2","-2","-2","-2","2","1","2","6","5","1","2","2","30","-3","-3","-3","-3","2","2","2","2","-2","4","A","-2","-2"
"178697","1","1","1","-2","-2","-2","1","-2","COLLEGE OF THE OZARKS","","POINT LOOKOUT","MO","65726","TANEY","213","29","4","JERRY C DAVIS","PRESIDENT","4173346411","4173346411","4173346411","-1","076291152","00250000","1","-2","4","1","01111999","2","1","2","6","5","1","2","2","30","1","1","0","1","2","1","2","2","32","7","A","-2","-2"
"178721","1","1","1","-2","-2","-2","1","-2","PARK COLLEGE","8700 RIVER PK DR","PARKVILLE","MO","641523795","PLATTE","165","29","4","DONALD BRECKON","PRESIDENT","8167412000","8167412000","8167412000","-1","073027021","00249800","1","-2","4","1","01111999","2","1","2","6","7","1","1","2","20","17","1","2","10","2","2","2","2","22","3","A","-2","-2"
"179511","3","1","1","-2","-2","-2","1","-2","ST LOUIS COLLEGE OF HEALTH CAREERS","4484 W PINE","ST LOUIS","MO","63108","ST LOUIS","189","29","4","RUSH L ROBINSON","OFFICE OF ACADEMIC AFFAIRS","3146520300","3146520300","3146520300","431234434","073768533","02340500","1","-2","4","1","01281999","9","3","3","2","2","1","2","2","0","66","0","0","0","2","2","2","2","-2","1","A","-2","-2"
"179520","3","3","4","-2","-2","1","1","-2","SAINT LOUIS INSTITUTE OF ELECTROLOGY","12166 OLD BIG BEND STE 204","ST LOUIS","MO","63122","KIRKWOOD","189","29","4","LINDA EDSELL","ADMINISTRATOR","3148212359","3148212359","3148212359","431330085","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","A","-2","-2"
"179539","1","1","1","-2","-2","-2","1","-2","STATE FAIR COMMUNITY COLLEGE","3201 W 16TH","SEDALIA","MO","653012199","PETTIS","159","29","4","STEPHEN POORT","PRESIDENT","6605305800","6605305800","6605305800","430819766","067950014","00808000","1","-2","4","1","01211999","4","2","1","1","3","1","2","2","40","4","1","2","2","2","2","2","2","40","6","A","-2","-2"
"179548","1","1","1","-2","-2","-2","1","-2","STEPHENS COLLEGE","1200 E BROADWAY","COLUMBIA","MO","65215","BOONE","19","29","4","MARCIA S KIERSCHT","PRESIDENT","5734422211","5738767106","5738767207","-1","048833800","00251200","1","-2","4","2","02031999","2","1","2","3","7","1","1","2","20","8","1","2","3","2","2","2","2","32","2","A","-2","-2"
"179557","1","1","1","-2","-2","-2","1","-2","SOUTHEAST MISSOURI STATE UNIVERSITY","ONE UNIVERSITY PLZ","CAPE GIRARDEAU","MO","63701","CAPE GIRARDEAU","31","29","4","DALE NITZSCHKE","PRESIDENT","5736512000","5736512840","5736512255","436003569","800913428","00250100","1","-2","4","1","12091998","1","1","1","1","9","1","1","2","10","4","0","1","1","2","2","2","2","21","5","A","-2","-2"
"179566","1","1","1","-2","-2","-2","1","-2","SOUTHWEST MISSOURI STATE UNIVERSITY","901 S NATIONAL","SPRINGFIELD","MO","65804","GREENE","77","29","4","JOHN H KEISER","PRESIDENT","4178365000","4178365262","4178365517","446000308","076255876","00250300","1","-2","4","1","05251999","1","1","1","1","8","1","1","2","20","2","1","1","1","2","2","2","2","21","2","A","-2","-2"
"179575","3","1","1","-2","-2","-2","1","-2","STUPPY MID-AMERICA SCHOOL OF FLORAL DESIGN","120 E 12TH AVE","NORTH KANSAS CITY","MO","64116","CLAY","47","29","4","BILL HARPER","DIRECTOR INSTRUCTOR","8168423071","-1","8168423071","-1","-3","-2","6","-2","4","1","12091998","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","A","-2","-2"
"179593","3","1","1","-2","-2","-2","1","-2","SULLIVAN SCHOOL OF COSMETOLOGY","100 MAIN","SULLIVAN","MO","63080","FRANKLIN","71","29","4","MARY PARRY","OWNER","3144683864","-1","5734683864","-1","-3","-2","6","-2","4","1","12091998","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","A","-2","-2"
"179636","3","3","4","-2","-2","1","1","-2","TERRYS SCHOOL OF HAIR FASHION","6034 ANTIOCH RD NE","GLADSTONE","MO","64119","CLAY","47","29","4","TERRY VANPELT","PRESDENT","8164533600","-1","-1","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","A","-2","-2"
"170772","3","1","1","-2","-2","-2","1","-2","M J MURPHY BEAUTY COLLEGE OF SAGINAW","2650 MCCARTY","SAGINAW","MI","48603","SAGINAW","145","26","3","JANET MURPHY","CHIEF OPERATING OFFICER","5177924781","5174825299","5177924781","-1","094547312","01255500","1","-2","4","1","12091998","9","3","3","2","2","1","2","2","0","83","0","0","0","2","2","2","2","-2","2","A","-2","-2"
"170790","1","1","1","-2","-2","-2","1","-2","MACOMB COMMUNITY COLLEGE","14500 E TWELVE MILE RD","WARREN","MI","480933896","MACOMB","99","26","3","ALBERT LORENZO","PRESIDENT","8104457999","8104457228","8104457225","381717622","061890612","00890600","1","-2","4","1","01191999","4","2","1","1","3","1","2","2","40","3","1","2","1","2","2","2","2","40","3","A","-2","-2"
"170806","1","1","1","-2","-2","-2","1","-2","MADONNA UNIVERSITY","36600 SCHOOLCRAFT RD","LIVONIA","MI","48150","WAYNE","163","26","3","MARY FRANCILENE VAN DE VYVER","PRESIDENT","3134325300","3134325663","3134325339","-1","072773054","00228200","1","-2","4","2","02241999","2","1","2","4","7","1","1","2","20","8","1","4","2","2","2","2","2","21","3","A","-2","-2"
"170824","1","1","1","-2","-2","-2","1","-2","MARQUETTE GENERAL HOSPITAL","420 W MAGNETIC ST","MARQUETTE","MI","49855","MARQUETTE","103","26","3","WILLIAM NEMACHECK","EXECUTIVE DIRECTOR","9062254916","9062253470","9062253037","381358036","-3","02135000","5","-2","4","2","01211999","5","2","2","3","4","1","2","2","0","0","0","0","0","2","2","2","2","-2","6","A","-2","-2"
"170842","1","1","1","-2","-2","-2","1","-2","MARYGROVE COLLEGE","8425 W MCNICHOLS RD","DETROIT","MI","48221","WAYNE","163","26","3","GLENDA PRICE","PRESIDENT","3139271200","3139271250","3139271240","381358399","078405859","00228400","1","-2","4","1","01111999","2","1","2","4","7","1","1","2","20","36","0","0","0","2","2","2","2","21","1","A","-2","-2"
"170967","1","1","1","-2","-2","-2","1","-2","ROCHESTER COLLEGE","800 W AVON RD","ROCHESTER HILLS","MI","48307","OAKLAND","125","26","3","KENNETH JOHNSON","PRESIDENT","2482182000","2482182028","2482182030","381619831","784481475","00228800","1","-2","4","1","01111999","2","1","2","6","5","1","2","2","30","8","0","0","2","2","2","2","2","51","3","A","-2","-2"
"170976","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF MICHIGAN-ANN ARBOR","","ANN ARBOR","MI","48109","WASHTENAW","161","26","3","LEE C BOLLINGER","PRESIDENT","7347641817","7347636600","7347647433","-1","073133571","00232500","1","-2","4","1","01111999","1","1","1","1","9","1","1","1","11","8","1","11","4","2","1","1","2","11","2","A","-2","-2"
"171003","3","1","1","-2","-2","-2","1","-2","MICHIGAN ASSOCIATION OF REALTORS","720 N WASHINGTON AVE","LANSING","MI","48906","INGHAM","65","26","3","DENNIS R KOONS","CHIEF EXECUTIVE OFFICER","5173728890","5173728890","5173728890","-1","-3","-2","6","-2","4","2","12091998","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"171012","1","3","4","-2","-2","1","1","-2","MICHIGAN BARBER SCHOOL INC","8988-90 GRAND RIVER","DETROIT","MI","48204","WAYNE","163","26","3","FORREST GREEN JR","DIRECTOR","3138942300","3138942300","3138942300","381284777","086157765","02361500","1","-2","-2","-2","-2","5","2","2","3","4","1","2","2","0","99","0","0","0","2","2","2","2","-2","1","A","-2","-2"
"171456","1","1","1","-2","-2","-2","1","-2","NORTHERN MICHIGAN UNIVERSITY","1401 PRESQUE ISLE","MARQUETTE","MI","49855","MARQUETTE","103","26","3","JUDITH I BAILEY","PRESIDENT","9062271000","9062272327","9062272650","386029206","166925800","00230100","1","-2","4","1","01111999","1","1","1","1","7","1","1","2","20","1","2","0","1","2","2","2","2","21","6","A","-2","-2"
"171465","3","3","4","-2","-2","1","1","-2","UP ACADEMY OF HAIR DESIGN","1619 LUDINGTON ST","ESCANABA","MI","49829","DELTA","41","26","3","PATRICIA MEYER","OWNER","9067865750","9067865750","9067865750","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","6","A","-2","-2"
"171863","3","3","4","-2","-2","1","1","-2","RECORDING INSTITUTE OF DETROIT","14611 E 9 MILE RD","EASTPOINTE","MI","48021","MACOMB","99","26","3","ROBERT DENNIS","PRESIDENT","8107791388","8107791388","8107791388","382477940","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","9","A","-2","-2"
"172699","1","1","1","-2","-2","-2","1","-2","WESTERN MICHIGAN UNIVERSITY","1201 OLIVER ST","KALAMAZOO","MI","490085167","KALAMAZOO","77","26","3","ELSON S FLOYD","PRESIDENT","6163873530","6163876000","6163872000","386007327","120172457","00233000","1","-2","4","1","12091998","1","1","1","1","9","1","1","2","10","6","0","1","2","2","2","2","2","13","2","A","-2","-2"
"173850","1","1","1","-2","-2","-2","1","-2","LAKELAND MEDICAL AND DENTAL ACADEMY INC","1402 W LAKE ST","MINNEAPOLIS","MN","55408","HENNEPIN","53","27","4","LORRIE LAURIN","DIRECTOR","6128275656","6128275656","6128275656","411761795","027520204","00759000","1","-2","4","1","01191999","6","2","3","2","3","1","2","2","40","21","4","10","2","2","2","2","2","-2","1","A","-2","-2"
"174491","1","1","1","-2","-2","-2","1","-2","NORTHWESTERN COLLEGE","3003 SNELLING AVE N","ST PAUL","MN","55113","RAMSEY","123","27","4","WESLEY R WILLIS","PRESIDENT","6516315100","6516315321","6516315111","410711610","071782403","00237100","1","-2","4","2","02031999","2","1","2","6","5","1","2","2","30","2","0","1","2","2","2","2","2","32","1","A","-2","-2"
"175281","1","1","1","-2","-2","-2","1","-2","WILLIAM MITCHELL COLLEGE OF LAW","875 SUMMIT AVE","ST PAUL","MN","551053076","RAMSEY","123","27","4","HARRY J HAYNSWORTH","PRESIDENT DEAN","6122279171","6122906403","6122906476","410518750","076505437","00239100","1","-2","4","1","03021999","2","1","2","3","7","2","1","1","21","4","1","4","2","2","2","2","2","57","1","A","-2","-2"
"176080","1","1","1","-2","-2","-2","1","-2","MISSISSIPPI STATE UNIVERSITY","","MISSISSIPPI STATE","MS","39762","OKTIBBEHA","105","28","5","MALCOLM PORTERAS","PRESIDENT","6013252131","6013252450","6013252224","646000819","075461814","00242300","1","-2","4","1","03041999","1","1","1","1","9","1","1","1","11","15","1","1","1","2","2","1","2","12","7","A","-2","-2"
"176983","1","1","1","-2","-2","-2","1","-2","GRAND RIVER TECHNICAL SCHOOL","1200 FAIR ST","CHILLICOTHE","MO","64601","LIVINGSTON","117","29","4","RON WOLF","DIRECTOR","6606463414","6606463414","6606463414","-1","030642094","00553100","1","-2","4","2","01211999","7","3","1","1","2","1","2","2","0","0","0","0","0","2","2","2","2","-2","6","A","-2","-2"
"171881","1","1","1","-2","-2","-2","1","-2","REFORMED BIBLE COLLEGE","3333 E BELTLINE NE","GRAND RAPIDS","MI","49525","KENT","81","26","3","NICHOLAS V KROEZE","PRESIDENT","6162223000","6162223000","6162223000","381368367","079292769","00231100","1","-2","4","1","01111999","2","1","2","6","5","1","2","2","30","1","1","1","1","2","2","2","2","51","2","A","-2","-2"
"171906","3","1","1","-2","-2","-2","1","-2","ROSS MEDICAL EDUCATION CENTER","22293 EUREKA","TAYLOR","MI","48180","WAYNE","163","26","3","CHRISTINE OSSENMACHER","PRESIDENT","7343742135","7343742135","7343742135","382018808","038783726","02307000","1","-2","4","1","01121999","9","3","3","2","1","1","2","2","0","25","0","0","0","2","2","2","2","-2","3","A","-2","-2"
"171988","3","1","1","-2","-2","-2","1","-2","ROSS MEDICAL EDUCATION CENTER","913 W HOLMES STE 260","LANSING","MI","48910","INGHAM","65","26","3","CHRIS OSSENMACHER","PRESIDENT","5178870180","5178870180","5178870180","382018808","052369022","02533600","1","-2","4","1","01121999","9","3","3","2","1","1","2","2","0","18","0","2","8","2","2","2","2","-2","2","A","-2","-2"
"171997","3","1","1","-2","-2","-2","1","-2","ROSS MEDICAL EDUCATION CENTER","26417 HOOVER RD","WARREN","MI","48089","MACOMB","99","26","3","CHRISTINE OSSENMACHER","PRESIDENT","8107587200","8107587200","8107587200","382018808","795474154","02180100","1","-2","4","1","01121999","9","3","3","2","1","1","2","2","0","50","0","5","0","2","2","2","2","-2","3","A","-2","-2"
"172006","3","3","4","-2","-2","1","1","-2","ROSS TECHNICAL INSTITUTE","20820 GREENFIELD STE 101","OAK PARK","MI","48237","WAYNE","163","26","3","CHRIS OSSENMACHER","PRESIDENT","2489673100","2489673100","2489673100","382018808","-3","02117900","5","1","-2","-2","-2","9","3","3","2","1","1","2","2","0","97","0","0","0","2","2","2","2","-2","3","A","-2","-2"
"172015","3","1","1","-2","-2","-2","1","-2","ROSS MEDICAL EDUCATION CENTER","1036 GILBERT ST","FLINT","MI","48532","GENESEE","49","26","3","CHRIS OSSENMACHER","PRESIDENT","8102301100","8102301100","8102301100","382018808","096318456","02099700","1","-2","4","1","01121999","9","3","3","2","1","1","2","2","0","22","0","0","4","2","2","2","2","-2","2","A","-2","-2"
"172033","1","1","1","-2","-2","-2","1","-2","SACRED HEART MAJOR SEMINARY","2701 CHICAGO BLVD","DETROIT","MI","48206","DETROIT","163","26","3","ALLEN H VIGNERON","RECTOR PRESIDENT","3138838500","3138838500","3138838500","381358214","119741403","00231300","1","-2","4","1","01111999","2","1","2","4","7","1","1","1","21","7","0","1","4","2","2","2","2","51","1","A","-2","-2"
"172051","1","1","1","-2","-2","-2","1","-2","SAGINAW VALLEY STATE UNIVERSITY","7400 BAY RD","UNIVERSITY CENTER","MI","48710","SAGINAW","145","26","3","ERIC GILBERTSON","PRESIDENT","5177904055","5177904103","5177904200","381798800","076386747","00231400","1","-2","4","1","01111999","1","1","1","1","8","1","1","2","20","6","1","1","3","2","2","2","2","21","4","A","-2","-2"
"172060","1","1","1","-2","-2","-2","1","-2","SAINT JOHN HOSPITAL AND MED CTR SCH OF RAD TECHN","22101 MOROSS RD","DETROIT","MI","48236","WAYNE","163","26","3","TIMOTHY GRAJEWSKI","PRESIDENT","3133434000","-1","3133433549","-1","-3","-2","6","-2","4","2","02211999","5","2","2","4","4","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"172705","1","1","1","-2","-2","-2","1","-2","WESTERN THEOLOGICAL SEMINARY","101 E 13TH ST","HOLLAND","MI","494233622","OTTAWA","139","26","3","DENNIS N VOSKUIL","PRESIDENT","6163928555","6163928555","6163928555","-1","079292918","00233100","1","-2","4","2","02031999","2","1","2","6","9","2","1","1","11","1","0","0","0","2","2","2","2","51","2","A","-2","-2"
