unitid,"instnm","city","stabbr",fips,obereg,fice,rstatus,unitidx,sector,iclevel,control,affil,hloffer,fpoffer,"formrt",resplast,respstat,"addr","zip","countynm",congdist,gentele,"chfnm","chftitle"
"148353","UNITED AMERICAN COLLEGE OF TRAVEL & TOURISM CAREER","ITASCA","IL","17","3","","","","9","3","3","2","1","","3","1","1","550 E DEVON STE 170","60143","COOK","6","7082508866","MARILYN TWINING","DIRECTOR"
"148362","ROCK ISLAND FRANCISCAN HOSPITAL SCH OF RAD TECHN","ROCK ISLAND","IL","17","3","","","","5","2","2","4","4","","2","1","1","2701-17TH STREET","61201","","17","3097932151","ERIC CROWELL","EX VICE PRES"
"148380","ROCK VALLEY COLLEGE","ROCKFORD","IL","17","3","1747","","","4","2","1","1","4","","2","1","1","3301 NORTH MULFORD ROAD","61101","WINNEBAGO COUNTY","16","8156544250","KARL JACOBS","PRESIDENT"
"148399","ROCKFORD BUSINESS COLLEGE","ROCKFORD","IL","17","3","","","","6","2","3","2","4","","2","1","1","730 N CHURCH ST","61103","WINNEBAGO","16","8159658616","DAVID G SWANK","PRESIDENT"
"148405","ROCKFORD COLLEGE","ROCKFORD","IL","17","3","1748","","","2","1","2","3","7","","1","1","1","5050 EAST STATE STREET","61108","WINNEBAGO","16","8152264000","GRETCHEN KREUTER","PRESIDENT"
"148432","ROCKFORD MEMORIAL HOSPITAL SCH OF X-RAY TECHN","ROCKFORD","IL","17","3","","","","8","3","2","3","2","","3","1","1","2400 N ROCKTON AVE","61103","WINNEBAGO","16","8159695480","PAT GRIESMAN","PROGRAM DIRECTO"
"148450","ROMA BEAUTY SCHOOL","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","5632 S KEDZIE","60629","","3","3124348881","ORLANDO MAGNELLI","PRESIDENT"
"148469","RONEE ACADEMY OF COSMETOLOGY","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","2828 NORTH MILWAUKEE AVENUE","60618","","8","3124860300","",""
"148478","RONALD D LADLEY & CO NATIONAL ACAD OF REAL ESTATE","SPRINGFIELD","IL","17","3","","","","9","3","3","2","1","","3","1","1","300 EAST ILES","62703","","20","2175256677","",""
"148487","ROOSEVELT UNIVERSITY","CHICAGO","IL","17","3","1749","","","2","1","2","3","8","","1","3","3","430 S MICHIGAN AVENUE","606051394","COOK","7","3123413500","ROLF WEIL","PRESIDENT"
"148496","ROSARY COLLEGE","RIVER FOREST","IL","17","3","1750","","","2","1","2","4","7","","1","1","1","7900 W. DIVISION ST.","60305","COOK","7","7083662490","JEAN MURRAY","PRESIDENT"
"148511","RUSH UNIVERSITY","CHICAGO","IL","17","3","9800","","","2","1","2","3","9","1","1","1","1","1753 W. CONGRESS PARKWAY","60612","COOK","9","3129425000","LEO HENIKOFF","PRESIDENT"
"148548","SAINT ELIZABETH HOSPITAL","BELLEVILLE","IL","17","3","","","","2","1","2","4","4","","1","3","1","211 SOUTH THIRD","62222","ST CLAIR","21","6182342120","GERALD HARMAN","EXEC VP"
"148566","SAINT FRANCIS HOSPITAL SCHOOL OF NURSING","EVANSTON","IL","17","3","","","","5","2","2","4","4","","2","1","1","319 RIDGE AVENUE","60202","","9","7084926230","BETTY E. FUENTES","DIRECTOR"
"148575","SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING","PEORIA","IL","17","3","6240","","","2","1","2","4","5","","1","1","1","211 GREENLEAF STREET","61603","PEORIA","18","3096552086","SISTER MARY LUDGERA","DEAN"
"148584","COLLEGE OF SAINT FRANCIS","JOLIET","IL","17","3","1664","","","2","1","2","4","7","","1","1","1","500 N WILCOX STREET","60435","WILL COUNTY","4","8157403360","JOHN ORR","PRESIDENT"
"148593","ST JOHNS COLLEGE-DEPARTMENT OF NURSING","SPRINGFIELD","IL","17","3","6241","","","5","2","2","4","4","","2","1","1","421 N NINTH STREET","627025380","SANGAMON","20","2175446464","JANE RALPH","DIRECTOR"
"148609","ST JOSEPH SCHOOL OF RADIOLOGIC TECHNOLOGY","ELGIN","IL","17","3","","","","5","2","2","4","4","","2","1","1","77 N ARLITE DR","60123","KANE","14","3129315517","LESLIE WINTER","PROG DIR"
"148618","SAINT JOSEPH COLLEGE OF NURSING","JOLIET","IL","17","3","6243","","","2","1","2","4","5","","1","1","1","290 N SPRINGFIELD AVENUE","60435","WILL","4","8157417382","LOIS K BENICH","PRES"
"148627","SAINT XAVIER COLLEGE","CHICAGO","IL","17","3","1768","","","2","1","2","4","7","","1","1","1","3700 WEST 103RD ST","60655","COOK COUNTY","3","3127793300","RONALD CHAMPAGNE","PRESIDENT"
"148654","SANGAMON STATE UNIVERSITY","SPRINGFIELD","IL","17","3","9333","","","1","1","1","1","7","","1","1","1","SHEPHERD ROAD","627949243","SANGAMON","20","2177866600","NAOMI LYNN","PRESIDENT"
"148672","SAUK VALLEY COMMUNITY COLLEGE","DIXON","IL","17","3","1752","","","4","2","1","1","4","","2","1","1","173 ILLINOIS RT 2","61021","LEE","16","8152885511","RICHARD BEHRENDT","PRESIDENT"
"148706","SCHARFENBERGS BEAUTY ACADEMY","CARLINVILLE","IL","17","3","","","","9","3","3","2","2","","3","1","1","909 N BROADWAY","62626","MACOUPIN","49","2178542541","V F SCHARFENBERG","PRESIDENT"
"148715","SCHOOL OF AIRBRUSH ARTS","VILLA PARK","IL","17","3","","","","9","3","3","2","1","","3","1","1","1330 SOUTH VILLA AVENUE","601813467","DUPAGE COUNTY","13","7088347333","DENNIS GONCHER","DIRECTOR"
"148724","SEABURY-WESTERN THEOLOGICAL SEMINARY","EVANSTON","IL","17","3","1754","","","2","1","2","6","9","1","1","1","1","2122 SHERIDAN ROAD","60201","COOK","9","7083289300","MARK SISK","DEAN&PRES"
"148742","THE TRAINING INSTITUTE INC","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","736 SOUTH WABASH AVENUE","60605","COOK","","3129390197","",""
"148779","SELAN'S SYSTEM OF BEAUTY CULTURE, #3 SELAN'S, INC","RIVER FOREST","IL","17","3","","","","9","3","3","2","2","","3","1","1","7229 WEST LAKE STREET","60305","COOK/RIVER FOREST","","7087717700","JACK SERAMUR","VICE PRESIDENT"
"148797","SEMINARY CONSORTIUM FOR URBAN PASTORAL EDUCATION","CHICAGO","IL","17","3","","","","2","1","2","6","7","","1","3","3","30 W CHICAGO AVE","60610","COOK","9","3129442153","DAVID FRENCHAK","EXEC DIRECTOR"
"148821","SHAWNEE COMMUNITY COLLEGE","ULLIN","IL","17","3","7693","","","4","2","1","1","4","","2","1","1","SHAWNEE COLLEGE ROAD","62992","PULASKI","22","6186342242","DR. JACK D. HILL","PRESIDENT"
"148849","SHIMER COLLEGE","WAUKEGAN","IL","17","3","1756","","","2","1","2","3","5","","1","1","1","438 N SHERIDAN,P O A500","60079","LAKE","10","7086238400","DON P MOON","PRESIDENT"
"148858","SIEBEL INSTITUTE OF TECHNOLOGY","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","3","4055 W PETERSON AVENUE","60646","COOK","11","3124633400","WILLIAM SIEBEL","EXEC VP"
"148876","SAINT AUGUSTINE COLLEGE","CHICAGO","IL","17","3","21854","","","5","2","2","3","3","","2","1","1","1333 WEST ARGYLE","60640","COOK","9","3128788756","CARLOS PLAZAS","PRESIDENT"
"148885","UNIVERSITY OF SAINT MARY OF THE LAKE MUNDELEIN SEM","MUNDELEIN","IL","17","3","1765","","","2","1","2","4","9","1","1","1","1","","600601174","LAKE","10","7085666401","GERALD KICANAS","RECTOR-PRES"
"148900","SOUTH CHICAGO COMMUNITY HOSP SCH OF RESP CARE","CHICAGO","IL","17","3","","","","8","3","2","6","2","","3","1","1","2320 E 93RD ST","60617","COOK","2","3129782000","IVETTE ESTRADA","CEO"
"148919","SOUTH CHICAGO COMMUNITY HOSPITAL SCH OF RAD TECHN","CHICAGO","IL","17","3","","","","5","2","2","7","4","","2","1","1","2320 E 93RD STREET","60644","COOK","","3129782000","IVETTE ESTRADA","PRESIDENT"
"148937","SOUTHEASTERN ILLINOIS COLLEGE","HARRISBURG","IL","17","3","1757","","","4","2","1","1","3","","2","1","1","3575 COLLEGE ROAD","62946","SALINE","24","6182526376","HARRY ABELL","PRESIDENT"
"148946","TYLER SCHOOL OF SECRETARIAL SCIENCES","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","8030 S KEDZIE AVENUE","60652","COOK","3","3124365050","MICHAEL G FRANZAK","PRESIDENT"
"148955","SPANISH COALITION FOR JOBS INCORPORATED","CHICAGO","IL","17","3","","","","8","3","2","3","1","","3","1","1","2011 W PERSHING RD","60609","COOK","5","3122470707","COSME ALONSO","EXEC DIR"
"148973","SPARKS COLLEGE","SHELBYVILLE","IL","17","3","","","","6","2","3","2","4","","2","1","1","131 SOUTH MORGAN ST","62565","SHELBY","","2177745112","JUANITA JESSE","DIR"
"148982","SPERTUS COLLEGE JUDAICA","CHICAGO","IL","17","3","1663","","","2","1","2","3","7","","1","1","1","618 S MICHIGAN AVENUE","60605","COOK","7","3129229012","HOWARD SULKIN","PRESIDENT"
"148991","SPOON RIVER COLLEGE","CANTON","IL","17","3","1643","","","4","2","1","1","3","","2","1","1","RURAL ROUTE ONE","61520","FULTON","17","3096474645","FELIX T HAYNES","PRES"
"149000","SPRINGFIELD SCHOOL OF COURT REPORTING","SPRINGFIELD","IL","17","3","","","","6","2","3","2","4","","2","1","1","960-G & H CLOCKTOWER DR","62704","SANGAMON","20","2175460883","KIMBERLY FISH","DIRECTOR"
"149019","SPRINGFIELD COLLEGE IN ILLINOIS","SPRINGFIELD","IL","17","3","1761","","","5","2","2","4","3","","2","1","1","1500 NORTH FIFTH STREET","62702","SANGAMON","20","2175251420","H. BRENT DE LAND","PRESIDENT"
"149064","SAINT MARY HOSPITAL SCHOOL OF RADIOLOGIC TECHN","QUINCY","IL","17","3","","","","5","2","2","4","4","","2","1","1","1415 VERMONT STREET","62301","ADAMS COUNTY","20","2172231200","BILL METZINGER","PRESIDENT"
"149161","SAINT SAVA SERBIAN ORTHODOX SEMINARY","GRAYSLAKE","IL","17","3","","","","5","2","2","7","4","","2","1","1","P.O. BOX 371","60030","LAKE","12","3122234300","JOHN MARCETICH","ADMIN"
"149170","STATE COMMUNITY COLLEGE","EAST ST LOUIS","IL","17","3","9332","","","4","2","1","1","3","","2","1","3","601 JAMES THOMPSON BLVD","62201","ST CLAIR","22","6185832500","RICHARD BONNER","PRESIDENT"
"149204","JOHN AMICO SCHOOL OF HAIR DESIGN","STERLING","IL","17","3","","","","9","3","3","2","2","","3","1","1","211 E THIRD STREET","61081","WHITESIDE","16","8156250247","RHONDA RENNER LOOS","OWNER"
"149213","STEWART INSTITUTE OF REAL ESTATE","AURORA","IL","17","3","","","","9","3","3","2","1","","3","1","3","514 N LAKE STREET","60506","","","7088973333","",""
"149222","SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE","CARBONDALE","IL","17","3","1758","","","1","1","1","1","9","1","1","1","1","","62901","JACKSON","24","6184532121","JOHN GUYON","PRESIDENT"
"149231","SOUTHERN ILLINOIS UNIVERSITY AT EDWARDSVILLE","EDWARDSVILLE","IL","17","3","1759","","","1","1","1","1","9","1","1","1","1","","620261001","MADISON","21","6186922000","EARL LAZERSON","PRESIDENT"
"149240","SOUTHERN ILLINOIS UNIVERSITY SYSTEMS OFFICE","CARBONDALE","IL","17","3","8237","","","0","0","0","","","","1","1","1","111 COLYER HALL","62901","JACKSON","24","6185363331","LAWRENCE PETTIT","CHANCELLOR"
"149268","SUNNY HILL BEAUTY SCHOOL","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","4830 N MILWAUKEE AVENUE","60630","COOK","11","3127365550","PAUL SCARDINO","PRES"
"149295","SWEDISH AMERICAN HOSPITAL SCHOOL OF X-RAY TECHN","ROCKFORD","IL","17","3","","","","5","2","2","3","4","","2","1","1","1400 CHARLES STREET","61108","WINNEBAGO","16","8159684400","ROBERT KLINT","PRESIDENT"
"149310","TAYLOR BUSINESS INSTITUTE","CHICAGO","IL","17","3","11810","","","6","2","3","2","3","","2","1","1","36 SOUTH STATE ST, STE 800","60603","COOK","","3122366400","JANICE PARKER","PRESIDENT"
"149329","TELSHE YESHIVA-CHICAGO","CHICAGO","IL","17","3","20732","","","2","1","2","5","9","1","1","3","1","3535 WEST FOSTER","60625","","11","3124637738","RABBI SHMUEL ADLER","ADMIN DIR"
"149338","TERRY SCHIRO AND ASSOCIATES REAL ESTATE ACADEMY","SCHAUMBURG","IL","17","3","","","","9","3","3","2","1","","3","1","1","939 WEST WISE RD","60193","COOK","","7089809700","",""
"149365","SOUTH SUBURBAN COLLEGE","SOUTH HOLLAND","IL","17","3","1769","","","4","2","1","1","3","","2","1","1","15800 SOUTH STATE STREET","60473","COOK","4","7085962000","RICHARD FONTE","PRESIDENT"
"149480","TREND BEAUTY COLLEGE","MT. VERNON","IL","17","3","","","","9","3","3","2","2","","3","1","1","1120 WEST MAIN STREET","62864","JEFFERSON","22","6182515533","H ALLEN","PRESIDENT"
"149499","TRI-COUNTY BEAUTY ACADEMY","LITCHFIELD","IL","17","3","","","","9","3","3","2","2","","3","1","1","219 N STATE STREET","62056","","","2173249062","GERALDINE GRIFFITHS","OWNER"
"149505","TRINITY CHRISTIAN COLLEGE","PALOS HEIGHTS","IL","17","3","1771","","","2","1","2","3","5","","1","1","1","6601 WEST COLLEGE DRIVE","60463","COOK","13","7085973000","KENNETH BOOTSMA","PRESIDENT"
"149514","TRINITY COLLEGE","DEERFIELD","IL","17","3","1772","","","2","1","2","6","5","","1","1","1","2077 HALF DAY ROAD","60015","LAKE","10","7089488980","KENNETH MEYER","PRESIDENT"
"149523","TRINITY EVANGELICAL DIVINITY SCHOOL","DEERFIELD","IL","17","3","12193","","","2","1","2","6","9","1","1","3","1","2065 HALF DAY RD","60015","LAKE","10","7089458800","KENNETH M MEYER","PRESIDENT"
"149532","TRITON COLLEGE","RIVER GROVE","IL","17","3","1773","","","4","2","1","1","3","","2","1","1","2000 5TH AVENUE","60171","COOK","8","7084560300","MICHAEL J. BAKALIS","PRESIDENT"
"149550","UNDERGRADUATE SCHOOL OF COSMETOLOGY","SPRINGFIELD","IL","17","3","","","","9","3","3","2","2","","3","1","1","300 WEST CARPENTER","62702","SANGAMON","20","2177538551","GAIL LORENZINI","VICE PRES"
"149569","UNION SPECIAL CORPORATION TECHNICAL TRAINING CTR","HUNTLEY","IL","17","3","","","","9","3","3","2","1","","3","1","1","12005 4TH STREET","60142","MCHENRY","12","7086693311","GERALD NAVLYT","DIR"
"149578","UNITED STATES DENTAL INSTITUTE","NORTHBROOK","IL","17","3","","","","9","3","3","2","1","","3","1","1","60 REVERE DR STE 460","60062","COOK","","7082721110","EDWARD KEEVINS JR","EXEC VP"
"149587","UNIVERSITY OF ILLINOIS CENTRAL OFFICE","URBANA","IL","17","3","8001","","","0","0","0","","","","1","1","1","506 S WRIGHT ST","61801","CHAMPAIGN","19","2173331000","STANLEY IKENBERRY","PRESIDENT"
"149596","UNIVERSE BEAUTY SCHOOL","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","4738 N KEDZIE AVE","60625","COOK","11","3125394394","KYUNG CHUNG","OWNER"
"149620","VIP SCHOOLS INC","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","600N MCCLURG CT STE 304A","606113044","COOK CO","","3122661484","RONALD AURES","DIRECTOR"
"149639","VANDERCOOK COLLEGE OF MUSIC","CHICAGO","IL","17","3","1778","","","2","1","2","3","7","","1","1","1","3209 S MICHIGAN AVENUE","60616","COOK","5","3122256288","ROSANNE ROSENTHAL","PRESIDENT"
"149684","VOGUE ACADEMY OF BEAUTY CULTURE","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","4925 W IRVING PARK ROAD","60641","","11","3127774700","",""
"149693","WALGREEN AVIATION BLACKHAWK AIR SERVICE","DIXON","IL","17","3","","","","9","3","3","2","2","","3","1","1","PO BOX 423 - WALGREEN FIELD","61021","","16","8152882231","",""
"149709","WASHBURNE TRADE SCHOOL","CHICAGO","IL","17","3","","","","4","2","1","1","4","","2","1","1","3233 W 31ST ST","60623","COOK","","3125354410","CHARLES A LUTZOW","PRIN"
"149727","WAUBONSEE COMMUNITY COLLEGE","SUGAR GROVE","IL","17","3","6931","","","4","2","1","1","3","","2","1","1","IL ROUTE 47 AT HARTER RD","605540901","","14","7084664811","JOHN SWALEC","PRESIDENT"
"149745","WAUKEGAN SCHOOL OF COSMETOLOGY","WAUKEGAN","IL","17","3","","","","9","3","3","2","2","","3","1","3","209 MADISON","60085","LAKE","","7082445600","CHARLES LBUDAS","DIRECTOR"
"149763","WEST SUBURBAN COLLEGE OF NURSING","OAK PARK","IL","17","3","6250","","","2","1","2","3","5","","1","1","1","ERIE AT AUSTIN","60302","COOK","7","7083836200","SANDRA GRENIEWICKICH","PROVOST"
"149772","WESTERN ILLINOIS UNIVERSITY","MACOMB","IL","17","3","1780","","","1","1","1","1","8","","1","1","1","900 WEST ADAMS STREET","61455","MCDONOUGH","17","3092951414","RALPH H WAGONER","PRESIDENT"
"149781","WHEATON COLLEGE","WHEATON","IL","17","3","1781","","","2","1","2","6","7","","1","1","1","501 E COLLEGE AVE","60187","DUPAGE COUNTY","14","7087525000","RICHARD CHASE","PRESIDENT"
"149824","WILTON SCHOOL OF CAKE DECORATING & CONFECTIONARY A","WOODRIDGE","IL","17","3","","","","9","3","3","2","1","","3","1","1","2240 W 75TH ST","60517","DUPAGE","13","7089637100","ZELLA JUNKIN","DIRECTOR"
"149833","WINONA SCHOOL OF PROFESSIONAL PHOTOGRAPHY","MT PROSPECT","IL","17","3","","","","8","3","2","3","1","","3","1","1","350 NORTH WOLF ROAD","60056","","","7082986770","JOHN D. CARGILL","DIR OF ED"
"149842","WILLIAM RAINEY HARPER COLLEGE","PALATINE","IL","17","3","3961","","","4","2","1","1","3","","2","1","1","1200 W ALGONQUIN ROAD","600677398","COOK","12","7083973000","PAUL N THOMPSON","PRESIDENT"
"149851","WOODLAWN SKILLS DEVELOPMENT TRIANING INST","CHICAGO","IL","17","3","","","","8","3","2","3","1","","3","1","1","1510 E. 63RD STREET","60637","COOK","1","3126432033","LAUREN ALLEN","EXEC DIR"
"149949","ZITTEL SCHOOL OF REAL ESTATE","HARWOOD HEIGHTS","IL","17","3","","","","9","3","3","2","1","","3","1","1","4950 NORTH HARLEM AVENUE","60656","COOK","11","7088675757","SAM ZITELLA","DIRECTOR"
"149958","ACADEMY BEAUTY COLLEGE","SOUTH BEND","IN","18","3","","","","9","3","3","2","2","","3","1","1","113 E. WAYNE STREET","46601","ST JOSEPH","3","2192888668","IRIS I HUNJO","CHIEF ADMINR"
"149967","ACADEMY OF COSMETOLOGY","MARION","IN","18","3","","","","9","3","3","2","1","","3","1","1","308 S BOOTS","469524009","GRANT","5","3176626837","DOLLETTA CALDWELL","INSTRUCTOR"
"149976","ACADEMY OF HAIR CARE-SPEEDWAY","INDPLS","IN","18","3","","","","9","3","3","2","2","","3","1","1","5734 CRAWFORDSVILLE ROAD","46224","MARION","10","3173599276","LINTON E CALVERT","PRES"
"149985","ACADEMY OF HAIR CARE - EASTGATE","INDIANAPOLIS","IN","18","3","","","","9","3","3","2","2","","3","1","1","7150 E WASHINGTON ST SUITE F-10","46219","MARION","10","3173599276","LINTON E CALVERT","PRESIDENT"
"149994","ACADEMY OF HAIR CARE-NORGATE","INDIANAPOLIS","IN","18","3","","","","9","3","3","2","2","","3","1","1","7277 NORTH KEYSTONE","46240","MARION","10","3173599276","LINTON E CALVERT","PRES"
"150002","ACADEMY OF HAIR DESIGN","INDIANAPOLIS","IN","18","3","","","","9","3","3","2","2","","3","1","1","2150 LAFAYETTE ROAD","46222","MARION","10","3176377227","JACK HALE","OWNER/DIR"
"150020","AMBER'S BEAUTY SCHOOL, WEST","MUNCIE","IN","18","3","","","","9","3","3","2","2","","3","1","1","2110 WHITE RIVER BLVD","47303","","2","3172842205","HARRY SHRIEVE","DIRECTOR"
"150048","ANCILLA DOMINI COLLEGE","DONALDSON","IN","18","3","1784","","","5","2","2","4","3","","2","1","1","PO BOX 1","46513","MARSHALL","3","2199368898","VIRGINIA KAMPWERTH","PRESIDENT"
"150057","ANDERSON AREA VOCATIONAL-TECHNICAL SCHOOL","ANDERSON","IN","18","3","","","","4","2","1","1","4","","2","1","1","325 WEST 38TH ST","46014","","6","","KENNETH L BRAMMER","DIR"
"150066","ANDERSON UNIVERSITY","ANDERSON","IN","18","3","1785","","","2","1","2","6","7","1","1","1","1","1100 E 5TH ST","460123462","MADISON","6","3176499071","JAMES EDWARDS","PRESIDENT"
"150075","APEX SCHOOL OF BEAUTY CULTURE","ANDERSON","IN","18","3","","","","9","3","3","2","1","","3","1","1","333 JACKSON ST","46016","MADISON","6","3176427560","ZOE WYATT CLAY","PRES"
"150084","APPROVED BEAUTY SCHOOL","INDIANAPOLIS","IN","18","3","","","","9","3","3","2","2","","3","1","1","8057 MADISON AVE","46227","MARION","6","3178887972","KAREN S HALE","DIRECTOR"
"150109","ARISTOTLE COLLEGE OF MEDICAL-DENTAL TECHNOLOGY","INDIANAPOLIS","IN","18","3","","","","9","3","3","2","1","","3","1","1","5425 N MERIDIAN ST","46227","MARION","6","3179213300","MICHAEL A WALKER","PRESIDENT"
"150127","BALL MEMORIAL HOSPITAL SCHOOL OF RADIOLOGIC TECHN","MUNCIE","IN","18","3","","","","5","2","2","3","4","","2","1","1","2401 UNIVERSITY AVENUE","47303","DELAWARE","6","3177474372","SUSAN HINDS","PROGRAM DIR"
"150136","BALL STATE UNIVERSITY","MUNCIE","IN","18","3","1786","","","1","1","1","1","9","","1","1","1","2000 UNIVERSITY AVE","47306","DELAWARE","2","3172891241","JOHN WORTHEN","PRES"
"150145","BETHEL COLLEGE","MISHAWAKA","IN","18","3","1787","","","2","1","2","6","7","","1","1","1","1001 WEST MCKINLEY AVENUE","46545","ST. JOSEPH","3","2192598511","NORMAN V BRIDGES",""
"150163","BUTLER UNIVERSITY","INDIANAPOLIS","IN","18","3","1788","","","2","1","2","3","8","1","1","1","1","4600 SUNSET AVE","46208","MARION","10","3172838000","GEOFFREY BANNISTER","PRESIDENT"
"150172","CALUMET COLLEGE OF SAINT JOSEPH","WHITING","IN","18","3","1834","","","2","1","2","4","5","","1","3","1","2400 NEW YORK AVENUE","46394","HAMMOND","1","2194737770","DENNIS RITTENMEYER","PRESIDENT"
"150190","HAMMOND ACADEMY OF BEAUTY CULTURE","HAMMOND","IN","18","3","","","","9","3","3","2","1","","3","1","1","5203 HOHMAN AVE","46320","LAKE","1","2199336636","SALLY HAMMERMEISTER","PRES"
"150215","CHRISTIAN THEOLOGICAL SEMINARY","INDIANAPOLIS","IN","18","3","1789","","","2","1","2","6","9","1","1","1","1","1000 WEST 42ND STREET","462083301","MARION COUNTY","10","3179241331","RICHARD DICKINSON","PRESIDENT"
"150224","GEORGE ROGER'S CLARK COLLEGE","INDIANAPOLIS","IN","18","3","29124","","","6","2","3","2","3","","2","1","3","1840 N MERIDIAN STREET","46202","MARION","10","3179233933","LYNN HAVERSTICK","DIRECTOR"
"150233","CLARK'S BEAUTY ACADEMY","KOKOMO","IN","18","3","","","","9","3","3","2","1","","3","1","1","100 N MAIN ST","46901","HOWARD","5","3174579171","JERRY CLARK","DIRECTOR"
